=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
------------------------------ --------   --------   --------   --------  
h1->h253                        0.013     0.077      7.108      0%        
h2->h254                        0.013     0.070      7.004      0%        
h3->h255                        0.013     0.083      9.482      0%        
h4->h256                        0.013     0.073      6.586      0%        
h5->h257                        0.013     0.303      145.088    0%        
h6->h258                        0.015     0.738      410.352    0%        
h7->h259                        0.012     0.100      11.159     0%        
h8->h260                        0.015     0.724      400.234    0%        
h9->h261                        0.013     0.224      96.384     0%        
h10->h262                       0.014     0.263      111.050    0%        
h11->h263                       0.014     0.256      104.521    0%        
h12->h264                       0.013     0.193      79.447     0%        
h13->h265                       0.013     0.236      103.345    0%        
h14->h266                       0.013     0.291      144.562    0%        
h15->h267                       0.013     0.194      79.319     0%        
h16->h268                       0.013     0.277      130.051    0%        
h17->h269                       0.013     0.577      306.571    0%        
h18->h270                       0.013     0.212      77.338     0%        
h19->h271                       0.012     0.302      144.779    0%        
h20->h272                       0.013     0.223      93.607     0%        
h21->h273                       0.014     0.222      100.891    0%        
h22->h274                       0.012     0.174      73.117     0%        
h23->h275                       0.014     0.582      317.782    0%        
h24->h276                       0.014     0.183      74.993     0%        
h25->h277                       0.012     0.316      153.671    0%        
h26->h278                       0.014     1.292      553.816    0%        
h27->h279                       0.013     0.313      148.240    0%        
h28->h280                       0.013     0.379      186.009    0%        
h29->h281                       0.013     0.669      365.499    0%        
h30->h282                       0.013     0.119      32.911     0%        
h31->h283                       0.013     0.310      146.935    0%        
h32->h284                       0.015     0.324      151.611    0%        
h33->h285                       0.015     0.722      219.498    0%        
h34->h286                       0.013     0.382      190.661    0%        
h35->h287                       0.013     0.648      343.956    0%        
h36->h288                       0.013     0.314      153.663    0%        
h37->h289                       0.013     0.199      72.265     0%        
h38->h290                       0.013     0.515      277.245    0%        
h39->h291                       0.014     0.374      186.907    0%        
h40->h292                       0.014     0.665      355.393    0%        
h41->h293                       0.013     0.335      158.314    0%        
h42->h294                       0.013     0.365      187.767    0%        
h43->h295                       0.012     0.390      190.069    0%        
h44->h296                       0.014     0.496      259.203    0%        
h45->h297                       0.013     0.649      354.550    0%        
h46->h298                       0.013     0.637      345.570    0%        
h47->h299                       0.013     0.667      357.093    0%        
h48->h300                       0.014     0.515      265.903    0%        
h49->h301                       0.012     0.602      314.025    0%        
h50->h302                       0.014     0.597      317.512    0%        
h51->h303                       0.013     0.621      334.523    0%        
h52->h304                       0.015     0.621      328.293    0%        
h53->h305                       0.013     0.603      327.421    0%        
h54->h306                       0.014     0.255      114.774    0%        
h55->h307                       0.015     0.249      115.674    0%        
h56->h308                       0.013     0.621      336.466    0%        
h57->h309                       0.015     0.257      118.253    0%        
h58->h310                       0.013     0.266      120.116    0%        
h59->h311                       0.013     0.260      118.544    0%        
h60->h312                       0.012     0.258      122.279    0%        
h61->h313                       0.014     0.303      147.511    0%        
h62->h314                       0.014     0.264      114.996    0%        
h63->h315                       0.014     0.311      146.792    0%        
h64->h316                       0.014     0.251      116.639    0%        
h65->h317                       0.013     0.242      114.412    0%        
h66->h318                       0.012     0.329      146.455    0%        
h67->h319                       0.013     0.315      150.629    0%        
h68->h320                       0.012     0.257      119.365    0%        
h69->h321                       0.015     0.321      149.917    0%        
h70->h322                       0.013     0.243      115.940    0%        
h71->h323                       0.012     0.259      116.138    0%        
h72->h324                       0.015     0.324      148.104    0%        
h73->h325                       0.014     0.366      181.184    0%        
h74->h326                       0.013     0.832      462.665    0%        
h75->h327                       0.014     0.257      121.668    0%        
h76->h328                       0.013     0.363      181.365    0%        
h77->h329                       0.013     0.299      136.736    0%        
h78->h330                       0.014     0.267      131.878    0%        
h79->h331                       0.013     0.288      124.058    0%        
h80->h332                       0.014     0.296      131.725    0%        
h81->h333                       0.012     0.293      135.044    0%        
h82->h334                       0.013     0.276      124.551    0%        
h83->h335                       0.014     0.282      130.978    0%        
h84->h336                       0.013     0.298      131.394    0%        
h85->h337                       0.012     0.793      443.102    0%        
h86->h338                       0.014     0.397      187.114    0%        
h87->h339                       0.013     0.365      186.173    0%        
h88->h340                       0.014     0.683      369.142    0%        
h89->h341                       0.014     0.370      187.232    0%        
h90->h342                       0.015     0.390      190.201    0%        
h91->h343                       0.013     0.808      446.402    0%        
h92->h344                       0.015     0.375      186.480    0%        
h93->h345                       0.013     0.391      189.221    0%        
h94->h346                       0.013     0.853      473.980    0%        
h95->h347                       0.014     0.384      189.574    0%        
h96->h348                       0.012     0.823      462.472    0%        
h97->h349                       0.013     0.330      153.017    0%        
h98->h350                       0.012     0.325      160.131    0%        
h99->h351                       0.013     0.340      164.006    0%        
h100->h352                      0.014     0.759      409.922    0%        
h101->h353                      0.015     0.345      174.765    0%        
h102->h354                      0.015     0.683      376.897    0%        
