=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
------------------------------ --------   --------   --------   --------  
h1->h253                        0.019     920.052    7313.792   +319      
h2->h254                        0.017     544.919    5036.944   +320      
h3->h255                        0.017     860.716    7093.246   +319      
h4->h256                        0.016     893.473    7184.078   +380      
h5->h257                        0.020     436.654    4688.530   +230      
h6->h258                        0.019     887.027    7130.081   +93       
h7->h259                        0.021     836.951    7334.595   +67       
h8->h260                        0.015     20.916     2061.428   0%        
h9->h261                        0.015     22.575     1921.724   0%        
h10->h262                       0.017     20.301     1910.558   0%        
h11->h263                       0.016     19.923     1840.522   0%        
h12->h264                       0.013     17.662     1719.723   0%        
h13->h265                       0.014     23.713     2111.364   0%        
h14->h266                       0.014     23.342     2088.480   0%        
h15->h267                       0.015     21.646     1933.201   0%        
h16->h268                       0.014     32.911     2671.781   0%        
h17->h269                       0.014     32.565     2668.980   0%        
h18->h270                       0.016     22.172     2049.588   0%        
h19->h271                       0.014     24.547     2283.726   0%        
h20->h272                       0.015     25.235     2274.951   0%        
h21->h273                       0.015     20.243     1883.403   0%        
h22->h274                       0.013     24.407     2228.011   0%        
h23->h275                       0.016     18.555     1796.952   0%        
h24->h276                       0.017     28.415     2485.297   0%        
h25->h277                       0.015     17.908     1709.096   0%        
h26->h278                       0.013     23.563     2132.333   0%        
h27->h279                       0.016     14.380     1712.472   0%        
h28->h280                       0.017     776.781    6681.226   +272      
h29->h281                       0.018     989.750    7952.277   +309      
h30->h282                       0.022     667.993    5762.941   +279      
h31->h283                       0.017     777.347    6744.513   +296      
h32->h284                       0.021     879.615    7482.092   +184      
h33->h285                       0.016     708.710    6093.035   +400      
h34->h286                       0.020     750.106    6550.810   +111      
h35->h287                       0.022     683.786    6081.524   +335      
h36->h288                       0.019     927.803    7587.441   +266      
h37->h289                       0.019     680.268    6017.011   +136      
h38->h290                       0.017     692.106    6232.763   +346      
h39->h291                       0.015     601.519    5622.295   +284      
h40->h292                       0.019     935.264    7607.445   +322      
h41->h293                       0.018     785.319    6819.064   +190      
h42->h294                       0.017     810.566    6903.501   +247      
h43->h295                       0.015     891.030    7426.901   +234      
h44->h296                       0.018     885.664    7386.285   +137      
h45->h297                       0.018     564.283    5592.022   +289      
h46->h298                       0.016     1016.626   8133.208   +347      
