=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
------------------------------ --------   --------   --------   --------  
h1->h253                        0.012     0.089      18.907     0%        
h2->h254                        0.013     0.095      18.754     0%        
h3->h255                        0.013     0.074      7.789      0%        
h4->h256                        0.015     0.097      16.768     0%        
h5->h257                        0.013     0.096      19.014     0%        
h6->h258                        0.013     0.095      17.022     0%        
h7->h259                        0.014     0.264      116.307    0%        
h8->h260                        0.014     0.270      121.521    0%        
h9->h261                        0.014     0.228      94.550     0%        
h10->h262                       0.013     0.204      81.392     0%        
h11->h263                       0.013     0.239      96.905     0%        
h12->h264                       0.012     0.161      58.009     0%        
h13->h265                       0.014     0.465      240.898    0%        
h14->h266                       0.013     0.165      60.784     0%        
h15->h267                       0.015     0.137      43.687     0%        
h16->h268                       0.013     0.159      53.812     0%        
h17->h269                       0.012     0.119      33.946     0%        
h18->h270                       0.015     0.161      55.332     0%        
h19->h271                       0.014     0.169      58.269     0%        
h20->h272                       0.013     0.160      59.682     0%        
h21->h273                       0.014     0.151      54.790     0%        
h22->h274                       0.013     0.152      52.358     0%        
h23->h275                       0.012     0.174      62.356     0%        
h24->h276                       0.015     0.164      60.973     0%        
h25->h277                       0.012     0.089      15.784     0%        
h26->h278                       0.012     0.088      15.362     0%        
h27->h279                       0.013     0.136      42.368     0%        
h28->h280                       0.014     0.165      58.860     0%        
h29->h281                       0.013     0.297      135.252    0%        
h30->h282                       0.014     0.086      13.776     0%        
h31->h283                       0.014     0.296      138.347    0%        
h32->h284                       0.014     0.284      130.493    0%        
h33->h285                       0.014     0.122      36.871     0%        
h34->h286                       0.013     0.141      47.724     0%        
h35->h287                       0.013     0.165      58.384     0%        
h36->h288                       0.017     0.274      122.429    0%        
h37->h289                       0.013     0.148      53.590     0%        
h38->h290                       0.016     0.345      165.665    0%        
h39->h291                       0.014     0.165      57.263     0%        
h40->h292                       0.012     0.141      43.402     0%        
h41->h293                       0.014     0.138      43.442     0%        
h42->h294                       0.014     0.299      138.539    0%        
h43->h295                       0.015     0.371      183.631    0%        
h44->h296                       0.014     0.167      61.494     0%        
h45->h297                       0.013     0.287      132.450    0%        
h46->h298                       0.015     0.168      58.927     0%        
h47->h299                       0.013     0.370      181.221    0%        
h48->h300                       0.013     0.516      269.571    0%        
h49->h301                       0.014     0.178      70.393     0%        
h50->h302                       0.014     0.186      71.412     0%        
h51->h303                       0.013     0.188      74.381     0%        
h52->h304                       0.013     0.184      70.171     0%        
h53->h305                       0.014     0.198      76.136     0%        
h54->h306                       0.016     0.205      79.329     0%        
h55->h307                       0.014     0.182      70.264     0%        
h56->h308                       0.013     0.187      74.561     0%        
h57->h309                       0.017     0.202      78.184     0%        
h58->h310                       0.014     0.192      74.522     0%        
h59->h311                       0.012     0.462      242.275    0%        
h60->h312                       0.012     0.269      122.041    0%        
h61->h313                       0.013     0.249      111.604    0%        
h62->h314                       0.014     0.241      106.054    0%        
h63->h315                       0.014     0.191      74.092     0%        
h64->h316                       0.014     0.188      76.496     0%        
h65->h317                       0.014     0.194      75.137     0%        
h66->h318                       0.013     0.266      118.252    0%        
h67->h319                       0.014     0.263      117.633    0%        
h68->h320                       0.014     0.199      79.788     0%        
h69->h321                       0.014     0.265      119.520    0%        
h70->h322                       0.013     0.190      77.102     0%        
h71->h323                       0.013     0.184      72.042     0%        
h72->h324                       0.015     0.199      75.514     0%        
h73->h325                       0.014     0.228      101.032    0%        
h74->h326                       0.018     0.141      43.976     0%        
h75->h327                       0.014     0.245      106.936    0%        
h76->h328                       0.013     0.267      117.614    0%        
h77->h329                       0.011     0.134      39.299     0%        
h78->h330                       0.014     0.244      107.079    0%        
h79->h331                       0.013     0.262      117.120    0%        
h80->h332                       0.013     0.131      37.541     0%        
h81->h333                       0.012     0.254      113.451    0%        
h82->h334                       0.013     0.261      119.553    0%        
h83->h335                       0.013     0.130      38.090     0%        
h84->h336                       0.016     0.243      105.302    0%        
h85->h337                       0.012     0.525      273.880    0%        
h86->h338                       0.014     0.515      270.817    0%        
