=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
------------------------------ --------   --------   --------   --------  
h1->h253                        0.015     0.953      275.748    0%        
h2->h254                        0.014     2.783      670.717    0%        
h3->h255                        0.014     0.991      299.206    0%        
h4->h256                        0.015     7.562      1078.819   0%        
h5->h257                        0.016     0.959      276.074    0%        
h6->h258                        0.014     13.271     1350.362   0%        
h7->h259                        0.015     13.860     1495.939   0%        
h8->h260                        0.016     19.844     1814.098   0%        
h9->h261                        0.016     5.547      1021.077   0%        
h10->h262                       0.015     7.532      1075.553   0%        
h11->h263                       0.016     19.791     1822.923   0%        
h12->h264                       0.015     13.715     1450.933   0%        
h13->h265                       0.014     13.675     1471.170   0%        
h14->h266                       0.015     24.208     2120.152   0%        
h15->h267                       0.015     17.075     1714.347   0%        
h16->h268                       0.015     5.260      1025.686   0%        
h17->h269                       0.014     22.725     1928.814   0%        
h18->h270                       0.015     19.099     1719.953   0%        
h19->h271                       0.015     22.808     1916.657   0%        
h20->h272                       0.015     22.804     1932.634   0%        
h21->h273                       0.015     17.010     1707.865   0%        
h22->h274                       0.016     17.010     1705.514   0%        
h23->h275                       0.016     17.025     1707.122   0%        
h24->h276                       0.017     22.746     1926.912   0%        
h25->h277                       0.015     13.875     1474.022   0%        
h26->h278                       0.014     20.605     1902.528   0%        
h27->h279                       0.015     19.247     1738.188   0%        
h28->h280                       0.013     20.031     1842.164   0%        
h29->h281                       0.016     20.272     1881.487   0%        
h30->h282                       0.016     19.396     1752.147   0%        
h31->h283                       0.015     16.101     1558.079   0%        
h32->h284                       0.014     20.182     1858.001   0%        
h33->h285                       0.016     13.888     1470.899   0%        
h34->h286                       0.015     16.078     1559.448   0%        
h35->h287                       0.014     16.207     1595.364   0%        
h36->h288                       0.014     19.411     1752.534   0%        
h37->h289                       0.014     16.410     1610.846   0%        
h38->h290                       0.015     19.686     1800.326   0%        
h39->h291                       0.014     16.790     1665.733   0%        
h40->h292                       0.016     16.382     1607.171   0%        
h41->h293                       0.014     19.797     1814.811   0%        
h42->h294                       0.016     19.906     1819.851   0%        
h43->h295                       0.014     19.906     1828.763   0%        
h44->h296                       0.015     13.271     1325.532   0%        
h45->h297                       0.015     19.677     1799.504   0%        
h46->h298                       0.016     13.781     1437.097   0%        
h47->h299                       0.015     11.612     1322.233   0%        
h48->h300                       0.015     19.928     1826.895   0%        
h49->h301                       0.014     19.257     1722.544   0%        
h50->h302                       0.015     23.521     2020.443   0%        
h51->h303                       0.014     19.553     1737.627   0%        
h52->h304                       0.013     19.234     1719.502   0%        
h53->h305                       0.014     17.074     1707.545   0%        
h54->h306                       0.014     17.049     1707.400   0%        
h55->h307                       0.014     19.254     1725.629   0%        
h56->h308                       0.015     24.306     2107.713   0%        
h57->h309                       0.015     19.229     1725.666   0%        
h58->h310                       0.017     24.330     2112.582   0%        
h59->h311                       0.016     19.755     1761.825   0%        
h60->h312                       0.015     19.733     1761.132   0%        
h61->h313                       0.014     16.332     1606.564   0%        
h62->h314                       0.014     19.911     1822.538   0%        
h63->h315                       0.016     16.791     1658.505   0%        
h64->h316                       0.015     16.906     1663.828   0%        
