=== ICMP Latency Summary (RFC 8456 §5.1.2) ===
Topology : Large (~500+ hosts, 48-port switches)   Pairs: 252

Pair                           Min(ms)    Avg(ms)    Max(ms)    Loss(%)   
------------------------------ --------   --------   --------   --------  
h1->h253                        0.014     0.362      166.304    0%        
h2->h254                        0.014     12.310     1404.253   0%        
h3->h255                        0.015     0.371      168.203    0%        
h4->h256                        0.016     0.367      168.143    0%        
h5->h257                        0.015     4.915      878.694    0%        
h6->h258                        0.015     0.716      280.694    0%        
h7->h259                        0.014     12.449     1424.236   0%        
h8->h260                        0.015     6.897      932.197    0%        
h9->h261                        0.013     2.909      585.607    0%        
h10->h262                       0.015     5.143      874.740    0%        
h11->h263                       0.015     2.976      596.946    0%        
h12->h264                       0.015     2.982      600.131    0%        
h13->h265                       0.014     14.760     1524.058   0%        
h14->h266                       0.014     7.732      1102.093   0%        
h15->h267                       0.016     1.025      330.927    0%        
h16->h268                       0.015     3.493      660.488    0%        
h17->h269                       0.014     2.372      549.071    0%        
h18->h270                       0.015     1.022      331.641    0%        
h19->h271                       0.013     14.734     1520.823   0%        
h20->h272                       0.013     14.840     1529.138   0%        
h21->h273                       0.013     14.740     1521.120   0%        
h22->h274                       0.016     12.336     1417.454   0%        
h23->h275                       0.013     14.837     1529.716   0%        
h24->h276                       0.015     12.292     1412.639   0%        
h25->h277                       0.013     7.681      1084.742   0%        
h26->h278                       0.014     12.121     1366.228   0%        
h27->h279                       0.014     11.936     1342.655   0%        
h28->h280                       0.014     12.036     1341.169   0%        
h29->h281                       0.014     12.930     1494.667   0%        
h30->h282                       0.014     10.205     1255.437   0%        
h31->h283                       0.014     12.930     1493.789   0%        
h32->h284                       0.015     14.627     1508.963   0%        
h33->h285                       0.015     10.234     1267.091   0%        
h34->h286                       0.014     10.224     1255.231   0%        
h35->h287                       0.016     12.134     1367.750   0%        
h36->h288                       0.015     9.934      1225.333   0%        
h37->h289                       0.013     12.976     1497.543   0%        
h38->h290                       0.015     12.152     1372.264   0%        
h39->h291                       0.015     15.143     1574.029   0%        
h40->h292                       0.016     12.373     1425.371   0%        
h41->h293                       0.015     14.920     1545.764   0%        
h42->h294                       0.013     9.880      1183.035   0%        
h43->h295                       0.014     12.211     1371.909   0%        
h44->h296                       0.014     12.401     1426.462   0%        
h45->h297                       0.014     14.890     1541.810   0%        
h46->h298                       0.015     12.788     1490.033   0%        
h47->h299                       0.015     12.177     1372.516   0%        
h48->h300                       0.015     14.837     1541.654   0%        
h49->h301                       0.014     13.001     1500.570   0%        
h50->h302                       0.014     15.412     1609.552   0%        
h51->h303                       0.015     15.123     1573.170   0%        
h52->h304                       0.013     14.848     1534.269   0%        
h53->h305                       0.013     15.326     1601.311   0%        
h54->h306                       0.015     15.549     1633.467   0%        
h55->h307                       0.015     15.425     1609.261   0%        
h56->h308                       0.014     14.749     1523.726   0%        
h57->h309                       0.015     14.761     1523.231   0%        
h58->h310                       0.015     15.481     1626.452   0%        
h59->h311                       0.014     15.461     1616.523   0%        
h60->h312                       0.015     15.222     1594.023   0%        
h61->h313                       0.015     12.361     1411.005   0%        
h62->h314                       0.014     12.145     1362.695   0%        
h63->h315                       0.014     12.519     1430.446   0%        
h64->h316                       0.015     14.733     1506.467   0%        
h65->h317                       0.014     13.064     1510.600   0%        
h66->h318                       0.014     12.847     1482.672   0%        
h67->h319                       0.015     14.634     1499.334   0%        
h68->h320                       0.016     16.918     1856.055   0%        
h69->h321                       0.015     14.747     1513.093   0%        
h70->h322                       0.014     16.930     1842.525   0%        
h71->h323                       0.015     14.884     1520.552   0%        
h72->h324                       0.013     16.992     1883.536   0%        
h73->h325                       0.013     15.322     1596.539   0%        
h74->h326                       0.015     15.197     1560.062   0%        
h75->h327                       0.014     18.958     1842.515   0%        
h76->h328                       0.015     19.055     1847.170   0%        
h77->h329                       0.014     14.930     1533.885   0%        
h78->h330                       0.015     15.335     1596.541   0%        
h79->h331                       0.015     15.279     1588.458   0%        
h80->h332                       0.014     14.730     1505.854   0%        
h81->h333                       0.014     16.977     1846.355   0%        
h82->h334                       0.014     15.172     1561.882   0%        
h83->h335                       0.013     15.011     1535.641   0%        
h84->h336                       0.016     14.923     1531.958   0%        
h85->h337                       0.015     18.934     1764.808   0%        
h86->h338                       0.014     12.923     1496.080   0%        
h87->h339                       0.015     19.343     1834.528   0%        
h88->h340                       0.015     16.706     1722.524   0%        
h89->h341                       0.014     15.291     1590.716   0%        
h90->h342                       0.015     18.490     1735.491   0%        
h91->h343                       0.015     18.440     1722.532   0%        
h92->h344                       0.014     18.870     1764.944   0%        
h93->h345                       0.014     14.771     1511.524   0%        
h94->h346                       0.015     18.432     1722.476   0%        
h95->h347                       0.013     15.194     1576.213   0%        
h96->h348                       0.015     15.220     1573.968   0%        
h97->h349                       0.015     15.342     1599.528   0%        
h98->h350                       0.015     18.553     1735.476   0%        
h99->h351                       0.013     18.554     1739.487   0%        
h100->h352                      0.014     20.663     1975.818   0%        
